,Education,Marital_Status,Has_child,Children,Cluster,Age_group,Income_group,Seniority_group,Wines_segment,Fruits_segment,Meat_segment,Fish_segment,Sweets_segment,Gold_segment
1775,Postgraduate,In couple,Has child,2 children,Leaky bucket,Mature,Low to medium income,Old customers,Frequent consumer,Low consumer,Frequent consumer,Non consumer,Non consumer,Non consumer
1776,Postgraduate,Alone,Has child,1 child,Leaky bucket,Young,Low income,Old customers,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
1777,Postgraduate,In couple,No child,No child,Leaky bucket,Adult,Low income,Old customers,Frequent consumer,Non consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer
1778,Postgraduate,In couple,Has child,1 child,Need attention,Adult,Low to medium income,Discovering customers,Frequent consumer,Non consumer,Frequent consumer,Non consumer,Non consumer,Frequent consumer
1779,Undergraduate,In couple,No child,No child,High potential,Young,Medium to high income,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer
1780,Undergraduate,Alone,Has child,1 child,Leaky bucket,Adult,Low income,Old customers,Non consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
1781,Postgraduate,Alone,Has child,2 children,Need attention,Adult,Low to medium income,New customers,Frequent consumer,Low consumer,Frequent consumer,Non consumer,Low consumer,Frequent consumer
1782,Postgraduate,In couple,No child,No child,Stars,Mature,Medium to high income,Old customers,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer
1783,Postgraduate,In couple,Has child,1 child,High potential,Mature,High income,Discovering customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
1784,Postgraduate,In couple,Has child,2 children,Leaky bucket,Adult,Low income,Old customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer
1785,Postgraduate,Alone,Has child,2 children,Leaky bucket,Mature,Low to medium income,Old customers,Frequent consumer,Low consumer,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer
1786,Postgraduate,In couple,Has child,1 child,Leaky bucket,Adult,Low to medium income,Old customers,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
1787,Postgraduate,In couple,Has child,1 child,Need attention,Adult,Low to medium income,Discovering customers,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer
1788,Undergraduate,In couple,Has child,2 children,Stars,Adult,Medium to high income,Old customers,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer
1789,Postgraduate,In couple,Has child,1 child,High potential,Adult,High income,Discovering customers,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer
1790,Postgraduate,In couple,Has child,2 children,Need attention,Mature,Low income,Discovering customers,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
1791,Postgraduate,Alone,Has child,2 children,Need attention,Mature,Low to medium income,New customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
1792,Undergraduate,In couple,No child,No child,High potential,Mature,High income,Discovering customers,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
1793,Postgraduate,Alone,Has child,1 child,Need attention,Adult,Low to medium income,New customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Low consumer
1794,Postgraduate,In couple,Has child,2 children,Leaky bucket,Mature,Low income,Discovering customers,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Low consumer,Biggest consumer
1795,Postgraduate,In couple,Has child,2 children,Leaky bucket,Mature,Low income,Emerging customers,Low consumer,Non consumer,Low consumer,Non consumer,Low consumer,Frequent consumer
1796,Postgraduate,Alone,Has child,1 child,High potential,Mature,Medium to high income,Discovering customers,Frequent consumer,Biggest consumer,Frequent consumer,Non consumer,Biggest consumer,Frequent consumer
1797,Postgraduate,Alone,Has child,1 child,Need attention,Adult,Low to medium income,New customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Low consumer
1798,Postgraduate,In couple,Has child,2 children,High potential,Mature,Medium to high income,New customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
1799,Undergraduate,In couple,Has child,1 child,High potential,Adult,High income,New customers,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer
1800,Postgraduate,In couple,Has child,1 child,High potential,Adult,High income,New customers,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
1801,Postgraduate,In couple,Has child,1 child,Stars,Adult,High income,Old customers,Biggest consumer,Non consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer
1802,Postgraduate,In couple,Has child,2 children,Leaky bucket,Mature,Medium to high income,Emerging customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Low consumer,Frequent consumer
1803,Postgraduate,Alone,Has child,2 children,Leaky bucket,Mature,Low to medium income,Emerging customers,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer
1804,Postgraduate,In couple,Has child,2 children,Need attention,Mature,Low to medium income,New customers,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Frequent consumer
1805,Postgraduate,In couple,Has child,1 child,Stars,Mature,Medium to high income,Emerging customers,Biggest consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer,Biggest consumer
1806,Postgraduate,Alone,Has child,2 children,Need attention,Mature,Low income,Discovering customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Biggest consumer
1807,Postgraduate,Alone,Has child,2 children,Leaky bucket,Mature,Low income,Emerging customers,Low consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Low consumer
1808,Postgraduate,In couple,No child,No child,High potential,Mature,High income,New customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer
1809,Postgraduate,Alone,No child,No child,Stars,Adult,Medium to high income,Old customers,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
1810,Postgraduate,In couple,Has child,2 children,Leaky bucket,Mature,Low to medium income,Old customers,Frequent consumer,Low consumer,Low consumer,Non consumer,Non consumer,Low consumer
1811,Postgraduate,Alone,Has child,1 child,Stars,Mature,Low to medium income,Old customers,Biggest consumer,Frequent consumer,Frequent consumer,Non consumer,Biggest consumer,Biggest consumer
1812,Postgraduate,In couple,No child,No child,High potential,Adult,High income,New customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer
1813,Postgraduate,In couple,No child,No child,Stars,Young,Medium to high income,Emerging customers,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
1814,Postgraduate,Alone,Has child,1 child,Stars,Mature,High income,Emerging customers,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
1815,Postgraduate,In couple,Has child,1 child,Leaky bucket,Adult,Low income,Discovering customers,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
1816,Undergraduate,In couple,Has child,1 child,High potential,Adult,Medium to high income,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer
1817,Postgraduate,Alone,No child,No child,High potential,Mature,High income,Discovering customers,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
1818,Postgraduate,In couple,Has child,2 children,Need attention,Mature,Low to medium income,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
1819,Postgraduate,In couple,Has child,2 children,Need attention,Mature,Low income,New customers,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
1820,Postgraduate,In couple,Has child,1 child,High potential,Mature,Medium to high income,New customers,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
1821,Postgraduate,Alone,Has child,2 children,Need attention,Adult,Low to medium income,Discovering customers,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
1822,Postgraduate,Alone,Has child,2 children,Need attention,Adult,Low income,Discovering customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer
1823,Postgraduate,In couple,Has child,1 child,High potential,Mature,Medium to high income,Discovering customers,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer
1824,Undergraduate,In couple,No child,No child,Stars,Adult,Medium to high income,Old customers,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
1825,Postgraduate,In couple,Has child,1 child,Need attention,Adult,Low income,Discovering customers,Low consumer,Non consumer,Low consumer,Non consumer,Low consumer,Low consumer
1826,Postgraduate,Alone,Has child,1 child,Need attention,Mature,Medium to high income,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer
1827,Postgraduate,In couple,No child,No child,Stars,Young,High income,Emerging customers,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
1828,Postgraduate,In couple,No child,No child,Stars,Mature,High income,Emerging customers,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Non consumer,Biggest consumer
1829,Postgraduate,In couple,Has child,1 child,Leaky bucket,Adult,Low income,Emerging customers,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
1830,Postgraduate,Alone,Has child,1 child,Need attention,Young,Low income,Discovering customers,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer
1831,Postgraduate,In couple,Has child,1 child,Leaky bucket,Mature,Low to medium income,Emerging customers,Frequent consumer,Non consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer
1832,Postgraduate,In couple,Has child,1 child,Stars,Mature,Medium to high income,Emerging customers,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
1833,Postgraduate,In couple,Has child,1 child,Need attention,Adult,Low to medium income,New customers,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
1834,Postgraduate,In couple,Has child,2 children,Need attention,Adult,Medium to high income,Discovering customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
1835,Postgraduate,In couple,Has child,2 children,Leaky bucket,Adult,Low to medium income,Old customers,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Non consumer,Low consumer
1836,Postgraduate,In couple,No child,No child,High potential,Adult,High income,Discovering customers,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
1837,Postgraduate,In couple,Has child,1 child,Leaky bucket,Mature,Low to medium income,Emerging customers,Frequent consumer,Low consumer,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer
1838,Undergraduate,In couple,Has child,1 child,Stars,Mature,Medium to high income,Old customers,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Biggest consumer
1839,Postgraduate,Alone,Has child,1 child,Stars,Mature,Medium to high income,Old customers,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
1840,Postgraduate,In couple,Has child,1 child,Leaky bucket,Adult,Low income,Emerging customers,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Low consumer
1841,Postgraduate,Alone,No child,No child,Stars,Mature,High income,Emerging customers,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer
