,Age,Education,Marital_Status,Income,Spending,Seniority,Has_child,Children,Wines,Fruits,Meat,Fish,Sweets,Gold,Cluster
1976,51,Undergraduate,In couple,32632.0,576,26.433333333333334,No child,No child,63,151,137,153,19,53,Leaky bucket
1977,46,Postgraduate,Alone,38236.0,88,12.633333333333333,Has child,2 children,58,0,18,2,0,10,Need attention
1978,35,Postgraduate,In couple,36781.0,63,5.9,Has child,1 child,29,1,17,0,3,13,Need attention
1979,30,Postgraduate,Alone,31385.0,27,22.266666666666666,Has child,1 child,3,2,12,0,1,9,Leaky bucket
1980,30,Postgraduate,In couple,24570.0,193,19.466666666666665,Has child,1 child,28,34,62,11,14,44,Leaky bucket
1981,40,Postgraduate,Alone,25509.0,101,24.866666666666667,Has child,1 child,40,3,30,10,7,11,Leaky bucket
1982,63,Postgraduate,In couple,94642.0,2211,7.8,No child,No child,879,143,797,106,143,143,High potential
1983,52,Postgraduate,In couple,58646.0,140,16.033333333333335,Has child,1 child,62,1,44,6,5,22,Leaky bucket
1984,39,Postgraduate,Alone,53201.0,415,19.966666666666665,Has child,2 children,280,7,81,20,0,27,Leaky bucket
1985,57,Postgraduate,In couple,21994.0,22,21.633333333333333,Has child,1 child,9,0,6,3,1,3,Leaky bucket
1986,36,Postgraduate,In couple,57113.0,263,20.166666666666668,Has child,2 children,182,4,33,0,2,42,Leaky bucket
1987,23,Postgraduate,In couple,51373.0,393,15.633333333333333,No child,No child,83,2,101,64,26,117,Leaky bucket
1988,28,Postgraduate,In couple,23477.0,147,11.6,Has child,1 child,38,15,54,3,8,29,Need attention
1989,58,Postgraduate,In couple,58116.0,443,5.8,Has child,1 child,228,19,130,4,11,51,High potential
1990,51,Postgraduate,Alone,72968.0,1958,9.733333333333333,No child,No child,1092,37,592,145,37,55,High potential
1991,43,Postgraduate,In couple,39791.0,174,18.5,Has child,1 child,85,15,27,13,13,21,Leaky bucket
1992,67,Postgraduate,Alone,91712.0,2217,11.733333333333333,No child,No child,1276,24,746,94,29,48,High potential
1993,56,Postgraduate,Alone,94472.0,1691,6.133333333333334,Has child,1 child,1017,33,417,108,100,16,High potential
1994,54,Postgraduate,In couple,13672.0,25,17.833333333333332,Has child,2 children,6,2,9,2,1,5,Leaky bucket
1995,34,Undergraduate,In couple,96547.0,809,4.466666666666667,No child,No child,448,21,125,52,101,62,High potential
1996,39,Postgraduate,In couple,79205.0,895,25.533333333333335,No child,No child,504,23,117,179,28,44,Stars
1997,39,Postgraduate,In couple,56559.0,484,21.6,Has child,1 child,226,22,133,41,31,31,Leaky bucket
1998,41,Postgraduate,In couple,32644.0,413,20.866666666666667,Has child,1 child,239,3,141,0,7,23,Leaky bucket
1999,34,Undergraduate,Alone,67506.0,331,9.166666666666666,Has child,1 child,90,38,67,33,36,67,High potential
2000,44,Postgraduate,Alone,24206.0,25,19.166666666666668,Has child,1 child,7,2,8,3,2,3,Leaky bucket
2001,47,Postgraduate,Alone,28420.0,13,9.466666666666667,Has child,1 child,4,2,5,2,0,0,Need attention
2002,44,Postgraduate,In couple,22979.0,115,25.266666666666666,Has child,1 child,16,17,19,20,21,22,Leaky bucket
2003,48,Postgraduate,Alone,33279.0,16,3.8,No child,No child,10,3,3,0,0,0,Need attention
2004,42,Postgraduate,Alone,46423.0,92,12.7,Has child,2 children,68,0,16,0,0,8,Need attention
2005,37,Postgraduate,In couple,30368.0,52,11.033333333333333,Has child,1 child,35,0,13,2,0,2,Need attention
2006,44,Postgraduate,In couple,63684.0,1464,22.566666666666666,Has child,1 child,575,80,428,208,93,80,Stars
2007,50,Postgraduate,Alone,41638.0,441,19.933333333333334,Has child,1 child,315,0,31,4,0,91,Leaky bucket
2008,55,Postgraduate,Alone,68805.0,283,12.733333333333333,Has child,1 child,182,2,49,17,13,20,High potential
2009,48,Postgraduate,In couple,65814.0,747,7.2,Has child,1 child,561,14,113,10,14,35,High potential
2010,56,Postgraduate,Alone,71964.0,1870,16.733333333333334,No child,No child,587,51,932,180,34,86,Stars
2011,28,Postgraduate,Alone,39146.0,165,19.9,Has child,1 child,94,1,33,13,12,12,Leaky bucket
2012,37,Postgraduate,In couple,96876.0,1941,14.133333333333333,No child,No child,908,43,735,40,194,21,High potential
2013,33,Undergraduate,In couple,34445.0,839,20.5,No child,No child,228,122,122,208,129,30,Leaky bucket
2014,56,Postgraduate,Alone,68281.0,1655,26.266666666666666,No child,No child,995,112,417,42,48,41,Stars
2015,39,Undergraduate,In couple,37284.0,23,18.466666666666665,Has child,2 children,11,1,2,2,1,6,Leaky bucket
2016,31,Postgraduate,In couple,36790.0,66,19.4,No child,No child,3,3,14,15,21,10,Leaky bucket
2017,47,Postgraduate,In couple,27943.0,37,17.9,Has child,2 children,12,1,16,4,1,3,Leaky bucket
2018,63,Postgraduate,Alone,22263.0,21,6.266666666666667,Has child,2 children,17,0,2,0,0,2,Need attention
2019,42,Postgraduate,In couple,30261.0,22,24.633333333333333,Has child,3 children,8,0,5,0,3,6,Leaky bucket
2020,36,Postgraduate,In couple,28587.0,78,7.8,Has child,1 child,22,4,17,12,10,13,Need attention
2021,32,Postgraduate,In couple,43815.0,79,18.233333333333334,Has child,1 child,14,10,29,4,7,15,Leaky bucket
2022,58,Postgraduate,In couple,48195.0,265,8.533333333333333,Has child,2 children,106,27,68,52,7,5,Need attention
2023,62,Postgraduate,In couple,77027.0,1175,8.033333333333333,Has child,1 child,820,57,242,45,0,11,High potential
2024,49,Postgraduate,In couple,71322.0,1305,19.833333333333332,Has child,1 child,753,43,226,69,10,204,Stars
2025,35,Postgraduate,In couple,32765.0,46,7.433333333333334,Has child,1 child,13,3,17,7,3,3,Need attention
2026,49,Postgraduate,In couple,29672.0,25,19.033333333333335,Has child,2 children,9,1,3,0,4,8,Leaky bucket
2027,61,Postgraduate,Alone,23272.0,46,11.733333333333333,No child,No child,19,3,6,4,2,12,Need attention
2028,65,Postgraduate,In couple,49912.0,874,25.233333333333334,Has child,1 child,520,8,223,32,49,42,Stars
2029,29,Undergraduate,In couple,7500.0,100,26.466666666666665,Has child,1 child,5,17,17,13,14,34,Leaky bucket
2030,67,Postgraduate,Alone,68117.0,930,19.1,Has child,1 child,618,44,215,0,17,36,Stars
2031,59,Postgraduate,In couple,67225.0,868,10.4,Has child,1 child,315,35,322,46,7,143,High potential
2032,38,Postgraduate,In couple,17649.0,45,10.866666666666667,Has child,1 child,15,1,23,0,5,1,Need attention
2033,39,Postgraduate,In couple,55914.0,1260,17.433333333333334,Has child,1 child,384,60,364,119,101,232,Stars
2034,30,Postgraduate,In couple,40059.0,414,12.366666666666667,Has child,1 child,110,29,92,28,10,145,Need attention
2035,64,Postgraduate,In couple,60905.0,392,10.1,Has child,1 child,208,17,76,36,17,38,High potential
2036,37,Postgraduate,In couple,75330.0,1109,24.333333333333332,Has child,2 children,555,82,257,93,61,61,Stars
2037,63,Postgraduate,Alone,60689.0,639,16.333333333333332,Has child,1 child,240,90,216,63,6,24,Stars
2038,30,Postgraduate,In couple,38680.0,79,18.5,Has child,1 child,11,0,36,15,5,12,Leaky bucket
2039,32,Postgraduate,In couple,61416.0,1665,20.1,No child,No child,848,154,323,201,61,78,Stars
2040,23,Postgraduate,Alone,49767.0,692,17.333333333333332,No child,No child,202,47,197,55,42,149,Stars
2041,44,Postgraduate,Alone,83273.0,1392,24.633333333333333,Has child,3 children,433,89,650,16,102,102,Stars
2042,33,Postgraduate,In couple,29009.0,44,10.3,Has child,1 child,6,6,15,10,5,2,Need attention
2043,35,Postgraduate,In couple,45057.0,50,10.233333333333333,Has child,1 child,37,0,7,3,0,3,Need attention
2044,43,Postgraduate,In couple,37150.0,467,25.1,Has child,1 child,167,37,64,49,34,116,Leaky bucket
2045,44,Postgraduate,Alone,43020.0,223,10.266666666666667,Has child,1 child,45,7,99,4,25,43,Need attention
2046,55,Postgraduate,In couple,53154.0,158,3.9,Has child,1 child,129,0,21,0,1,7,Need attention
2047,41,Postgraduate,In couple,65308.0,1211,12.933333333333334,No child,No child,713,0,264,120,80,34,High potential
2048,44,Postgraduate,Alone,76467.0,1575,25.933333333333334,Has child,1 child,676,161,426,210,44,58,Stars
2049,67,Undergraduate,In couple,81044.0,1208,9.366666666666667,No child,No child,450,26,535,73,98,26,High potential
2050,63,Postgraduate,In couple,32871.0,43,19.133333333333333,Has child,2 children,22,2,12,0,2,5,Leaky bucket
2051,39,Postgraduate,Alone,55801.0,527,12.566666666666666,Has child,2 children,367,4,51,6,4,95,High potential
2052,55,Postgraduate,Alone,76320.0,932,3.466666666666667,Has child,1 child,526,35,214,69,53,35,High potential
2053,59,Postgraduate,Alone,36927.0,71,4.133333333333334,Has child,2 children,51,0,16,0,0,4,Need attention
2054,61,Postgraduate,In couple,48794.0,54,3.3333333333333335,Has child,2 children,25,0,11,3,0,15,Need attention
2055,49,Postgraduate,Alone,23478.0,129,18.8,No child,No child,28,6,27,12,17,39,Leaky bucket
2056,41,Postgraduate,Alone,71128.0,1615,24.266666666666666,Has child,1 child,958,159,447,20,0,31,Stars
2057,38,Postgraduate,Alone,70179.0,1034,14.666666666666666,Has child,1 child,532,88,168,69,44,133,High potential
2058,64,Postgraduate,In couple,59462.0,1088,21.233333333333334,Has child,1 child,724,17,143,0,8,196,Stars
2060,45,Postgraduate,In couple,38361.0,137,9.366666666666667,Has child,1 child,39,0,56,20,8,14,Need attention
2062,32,Postgraduate,In couple,70038.0,1244,11.466666666666667,No child,No child,587,54,348,71,54,130,High potential
2063,36,Postgraduate,In couple,42554.0,41,21.0,Has child,2 children,29,1,11,0,0,0,Leaky bucket
2064,40,Postgraduate,In couple,67445.0,1174,26.1,Has child,1 child,757,80,217,29,80,11,Stars
2065,63,Postgraduate,Alone,67046.0,993,21.2,Has child,1 child,544,35,133,23,151,107,Stars
2066,66,Postgraduate,In couple,42192.0,100,13.1,No child,No child,40,15,15,17,6,7,Need attention
2067,62,Postgraduate,In couple,77610.0,1680,23.5,Has child,1 child,1245,33,332,21,33,16,Stars
2068,30,Postgraduate,In couple,31761.0,98,6.066666666666666,Has child,1 child,19,1,20,16,14,28,Need attention
2069,35,Postgraduate,In couple,34350.0,48,11.666666666666666,Has child,1 child,16,3,15,2,1,11,Need attention
2070,65,Postgraduate,In couple,54591.0,519,14.166666666666666,Has child,1 child,376,4,94,12,9,24,Need attention
2071,58,Postgraduate,In couple,71866.0,715,9.433333333333334,Has child,1 child,184,178,178,103,39,33,High potential
2072,45,Postgraduate,In couple,25293.0,37,12.8,Has child,1 child,15,0,11,0,2,9,Need attention
2073,27,Postgraduate,Alone,42000.0,653,21.066666666666666,No child,No child,124,83,267,85,59,35,Leaky bucket
2074,31,Postgraduate,In couple,69520.0,1455,15.133333333333333,No child,No child,627,120,414,121,80,93,Stars
2075,44,Postgraduate,Alone,64713.0,602,7.966666666666667,Has child,1 child,180,60,241,13,54,54,High potential
2076,37,Postgraduate,In couple,27889.0,26,15.2,Has child,1 child,14,0,4,0,0,8,Leaky bucket
2077,54,Undergraduate,Alone,22123.0,102,6.366666666666666,No child,No child,3,3,24,34,7,31,Need attention
2080,41,Postgraduate,In couple,27803.0,176,25.633333333333333,Has child,1 child,8,26,46,38,9,49,Leaky bucket
2082,54,Postgraduate,In couple,51651.0,433,23.2,Has child,1 child,293,6,23,13,6,92,Leaky bucket
2083,26,Postgraduate,In couple,68487.0,1366,20.966666666666665,No child,No child,758,12,385,33,89,89,Stars
2085,45,Postgraduate,In couple,56796.0,1001,19.833333333333332,Has child,1 child,656,38,161,62,47,37,Stars
2086,22,Undergraduate,In couple,87000.0,961,21.933333333333334,No child,No child,196,25,607,67,17,49,Stars
2087,55,Postgraduate,In couple,79823.0,1518,6.233333333333333,Has child,1 child,835,73,380,114,73,43,High potential
2088,34,Postgraduate,Alone,30828.0,56,12.166666666666666,Has child,1 child,16,11,15,2,0,12,Need attention
2089,43,Postgraduate,In couple,34109.0,22,11.066666666666666,Has child,1 child,9,1,5,2,1,4,Need attention
2090,40,Postgraduate,Alone,53367.0,400,13.3,Has child,2 children,229,7,140,10,3,11,Need attention
2091,45,Undergraduate,In couple,22390.0,26,11.6,No child,No child,0,1,4,15,1,5,Need attention
2092,38,Postgraduate,In couple,71322.0,350,5.166666666666667,Has child,1 child,121,24,124,24,15,42,High potential
2093,21,Postgraduate,Alone,79244.0,1216,21.8,No child,No child,471,102,125,212,61,245,Stars
2094,65,Postgraduate,In couple,49912.0,874,25.233333333333334,Has child,1 child,520,8,223,32,49,42,Stars
2095,64,Postgraduate,In couple,48699.0,40,16.7,Has child,2 children,26,1,10,2,0,1,Leaky bucket
2096,39,Postgraduate,In couple,80144.0,1367,12.3,No child,No child,240,132,445,250,192,108,High potential
2097,58,Postgraduate,Alone,54252.0,264,16.466666666666665,Has child,2 children,178,4,26,8,4,44,Leaky bucket
2098,38,Postgraduate,In couple,81929.0,2053,24.5,Has child,1 child,1486,55,278,49,0,185,Stars
2099,39,Postgraduate,In couple,76068.0,1376,22.466666666666665,Has child,1 child,1115,12,128,33,12,76,Stars
2100,38,Postgraduate,In couple,53204.0,45,6.6,Has child,2 children,29,0,8,2,0,6,Need attention
2101,65,Postgraduate,In couple,67911.0,976,4.5,Has child,1 child,529,0,356,63,28,0,High potential
2102,30,Undergraduate,In couple,14796.0,51,24.9,Has child,1 child,13,3,8,7,4,16,Leaky bucket
2103,40,Postgraduate,In couple,78128.0,1264,7.566666666666666,Has child,1 child,934,24,230,16,24,36,High potential
2104,42,Undergraduate,In couple,14188.0,75,19.433333333333334,No child,No child,2,7,11,16,12,27,Leaky bucket
2105,28,Undergraduate,In couple,20425.0,57,23.5,Has child,1 child,4,12,5,3,16,17,Leaky bucket
2106,52,Postgraduate,In couple,58646.0,140,16.033333333333335,Has child,1 child,62,1,44,6,5,22,Leaky bucket
2107,44,Postgraduate,Alone,72967.0,497,21.933333333333334,Has child,1 child,158,35,179,0,0,125,Stars
2108,65,Postgraduate,In couple,48150.0,266,16.1,Has child,1 child,173,2,39,3,2,47,Leaky bucket
2109,53,Postgraduate,Alone,82332.0,2006,24.9,No child,No child,830,59,968,51,79,19,Stars
2110,59,Postgraduate,Alone,58275.0,615,16.3,Has child,2 children,189,10,253,56,43,64,Stars
2111,33,Postgraduate,In couple,44953.0,1021,21.733333333333334,No child,No child,728,17,133,11,8,124,Stars
2112,61,Postgraduate,In couple,34587.0,22,4.7,Has child,2 children,7,2,9,2,0,2,Need attention
2113,40,Postgraduate,In couple,43018.0,133,11.233333333333333,Has child,1 child,35,4,17,7,6,64,Need attention
2114,60,Postgraduate,In couple,45736.0,437,14.566666666666666,Has child,1 child,188,3,180,20,3,43,Need attention
2115,45,Postgraduate,In couple,66476.0,1013,10.133333333333333,Has child,1 child,742,28,152,25,9,57,High potential
2116,33,Undergraduate,In couple,27733.0,57,13.466666666666667,Has child,1 child,0,7,5,26,2,17,Need attention
2117,62,Postgraduate,In couple,69805.0,1038,8.533333333333333,Has child,1 child,750,71,174,13,10,20,High potential
2118,52,Postgraduate,Alone,72217.0,1573,18.066666666666666,No child,No child,816,42,450,55,56,154,Stars
2119,43,Postgraduate,Alone,25818.0,28,23.866666666666667,Has child,1 child,5,2,8,2,2,9,Leaky bucket
2120,38,Postgraduate,In couple,37509.0,123,25.066666666666666,Has child,1 child,37,5,56,12,8,5,Leaky bucket
2121,38,Undergraduate,In couple,25176.0,13,14.0,Has child,2 children,4,0,4,0,0,5,Need attention
2122,34,Postgraduate,In couple,43586.0,132,25.5,Has child,1 child,99,2,11,4,0,16,Leaky bucket
2123,58,Undergraduate,In couple,53230.0,732,26.4,Has child,1 child,176,72,98,136,21,229,Stars
2124,57,Postgraduate,In couple,50116.0,66,3.533333333333333,Has child,2 children,54,0,10,0,0,2,Need attention
2125,42,Postgraduate,In couple,84906.0,1631,12.166666666666666,No child,No child,997,15,414,99,30,76,High potential
2126,48,Postgraduate,In couple,61286.0,608,14.266666666666667,Has child,1 child,356,0,107,19,9,117,High potential
2127,28,Postgraduate,In couple,82333.0,1822,18.433333333333334,No child,No child,1311,0,359,46,89,17,Stars
2128,49,Postgraduate,In couple,65220.0,1282,25.366666666666667,No child,No child,890,63,292,0,25,12,Stars
2129,40,Postgraduate,In couple,33590.0,8,11.166666666666666,Has child,3 children,4,0,2,0,0,2,Need attention
2130,38,Postgraduate,Alone,30992.0,43,17.666666666666668,Has child,1 child,17,0,14,7,3,2,Leaky bucket
2131,38,Postgraduate,Alone,72309.0,1931,19.066666666666666,No child,No child,960,0,883,50,38,0,Stars
2132,65,Postgraduate,In couple,156924.0,8,13.366666666666667,No child,No child,2,1,2,1,1,1,High potential
2133,34,Undergraduate,In couple,16005.0,103,26.033333333333335,Has child,1 child,1,3,2,20,30,47,Leaky bucket
2134,57,Postgraduate,Alone,65487.0,1169,8.9,No child,No child,240,67,500,199,0,163,High potential
2135,49,Postgraduate,In couple,58692.0,395,6.033333333333333,Has child,1 child,301,11,61,4,7,11,Need attention
2136,45,Postgraduate,Alone,40590.0,258,12.233333333333333,Has child,2 children,154,0,50,6,11,37,Need attention
2137,44,Postgraduate,Alone,20587.0,25,4.866666666666666,Has child,1 child,2,3,6,4,1,9,Need attention
2138,60,Postgraduate,Alone,62637.0,185,7.233333333333333,Has child,1 child,104,12,48,4,12,5,Need attention
2139,48,Postgraduate,Alone,29435.0,180,26.3,Has child,2 children,70,3,37,4,2,64,Leaky bucket
2140,40,Postgraduate,Alone,19346.0,22,8.233333333333333,Has child,1 child,2,0,9,3,6,2,Need attention
2141,43,Postgraduate,In couple,35788.0,44,8.466666666666667,Has child,2 children,23,2,11,3,1,4,Need attention
2142,46,Postgraduate,Alone,36997.0,94,20.333333333333332,Has child,2 children,43,4,12,8,0,27,Leaky bucket
2143,57,Postgraduate,In couple,23539.0,81,7.266666666666667,No child,No child,4,24,11,16,1,25,Need attention
2144,41,Postgraduate,Alone,65333.0,798,8.666666666666666,Has child,1 child,654,7,92,0,15,30,High potential
2145,57,Postgraduate,Alone,78499.0,1334,10.5,No child,No child,912,72,170,47,36,97,High potential
2146,43,Postgraduate,In couple,29732.0,38,6.433333333333334,Has child,1 child,25,0,8,0,1,4,Need attention
2147,54,Postgraduate,In couple,41275.0,61,6.466666666666667,Has child,3 children,24,4,22,0,2,9,Need attention
2148,41,Postgraduate,In couple,63516.0,300,15.166666666666666,Has child,2 children,141,11,114,15,14,5,High potential
2149,52,Postgraduate,In couple,42769.0,88,11.9,Has child,1 child,71,0,13,3,1,0,Need attention
2150,56,Postgraduate,In couple,49572.0,54,9.766666666666667,Has child,2 children,35,1,16,0,1,1,Need attention
2151,42,Postgraduate,In couple,69209.0,1782,24.9,No child,No child,496,32,849,229,48,128,Stars
2152,38,Postgraduate,In couple,17148.0,68,8.3,Has child,1 child,9,9,11,13,10,16,Need attention
2153,45,Postgraduate,Alone,40590.0,258,12.233333333333333,Has child,2 children,154,0,50,6,11,37,Need attention
2154,38,Postgraduate,In couple,30560.0,31,15.466666666666667,Has child,1 child,9,1,5,4,5,7,Leaky bucket
2155,31,Undergraduate,In couple,32146.0,66,4.833333333333333,Has child,1 child,26,3,23,4,7,3,Need attention
2156,50,Undergraduate,Alone,41713.0,174,5.266666666666667,Has child,2 children,77,8,44,10,10,25,Need attention
